,Time,Vertical Disp
3534,8.914232335,-0.014049753
3535,8.916754373,-0.014058272
3536,8.919276412,-0.014066679
3537,8.921798565,-0.014074796
3538,8.924320718,-0.014082615
3539,8.926842065,-0.014090042
3540,8.929363412,-0.014097168
3541,8.931885261,-0.014104157
3542,8.934407108,-0.01411096
3543,8.936929915,-0.014117468
3544,8.939452722,-0.01412373
3545,8.941974574,-0.014129663
3546,8.944496421,-0.014135044
3547,8.947018074,-0.014139885
3548,8.949539727,-0.01414427
3549,8.952061492,-0.014148175
3550,8.954583261,-0.014151741
3551,8.957105223,-0.014155112
3552,8.959627184,-0.014158116
3553,8.962148415,-0.014160815
3554,8.964669646,-0.014163333
3555,8.967191338,-0.014165613
3556,8.969713031,-0.014167709
3557,8.972235223,-0.014169584
3558,8.974757416,-0.014171312
3559,8.9772793,-0.014172981
3560,8.979801185,-0.014174575
3561,8.982323035,-0.014176295
3562,8.984844882,-0.014178304
3563,8.987367151,-0.014180648
3564,8.98988942,-0.014183408
3565,8.99241142,-0.014186597
3566,8.994933421,-0.014190178
3567,8.997455228,-0.014194131
3568,8.999977035,-0.014198511
3569,9.002499554,-0.014203216
3570,9.005022093,-0.014208031
3571,9.007544285,-0.014212825
3572,9.010066478,-0.014217695
3573,9.012588318,-0.014222895
3574,9.015110165,-0.014228454
3575,9.017632318,-0.014234623
3576,9.020154473,-0.014241756
3577,9.022676511,-0.014249812
3578,9.02519855,-0.014258651
3579,9.027720549,-0.014268067
3580,9.03024255,-0.014277759
3581,9.032764313,-0.014287663
3582,9.035286082,-0.014297814
3583,9.037808428,-0.01430815
3584,9.040330775,-0.014318634
3585,9.042852731,-0.014329116
3586,9.045374694,-0.014339544
3587,9.047896885,-0.014349761
3588,9.050419078,-0.014359664
3589,9.052941429,-0.014369335
3590,9.055463776,-0.014378674
3591,9.057986352,-0.014387707
3592,9.060508929,-0.014396493
3593,9.063031582,-0.01440486
3594,9.065554237,-0.014412751
3595,9.068076352,-0.014420242
3596,9.070598467,-0.014427303
3597,9.073120808,-0.014433816
3598,9.075643155,-0.014439792
3599,9.078165808,-0.014445493
3600,9.080688463,-0.014451127
3601,9.083211198,-0.014456805
3602,9.085733929,-0.01446256
3603,9.088256352,-0.01446848
3604,9.090778775,-0.014474692
3605,9.093301814,-0.014481161
3606,9.095824853,-0.014488059
3607,9.098347044,-0.01449546
3608,9.100869237,-0.01450327
3609,9.103392347,-0.014511508
3610,9.105915462,-0.014519816
3611,9.108437847,-0.01452791
3612,9.110960232,-0.014535728
3613,9.113482429,-0.014543101
3614,9.116004622,-0.014549914
3615,9.118527429,-0.01455592
3616,9.121050236,-0.014560886
3617,9.123572847,-0.014564952
3618,9.126095462,-0.014568361
3619,9.128618385,-0.014571243
3620,9.131141308,-0.014573507
3621,9.133664149,-0.014574965
3622,9.136186996,-0.014575194
3623,9.138710072,-0.01457369
3624,9.141233149,-0.014570472
3625,9.14375538,-0.01456582
3626,9.146277611,-0.014560122
3627,9.148799688,-0.014553876
3628,9.151321765,-0.014547254
3629,9.153844059,-0.014540282
3630,9.156366366,-0.014533101
3631,9.158888482,-0.014525609
3632,9.161410597,-0.014517558
3633,9.163932957,-0.014508937
3634,9.166455304,-0.014499817
3635,9.168976919,-0.014490334
3636,9.171498534,-0.014480846
3637,9.174020265,-0.014471696
3638,9.176541996,-0.01446304
3639,9.179064419,-0.014455184
3640,9.181586842,-0.014448382
3641,9.184108886,-0.014442551
3642,9.186630925,-0.014437579
3643,9.189153309,-0.014433451
3644,9.191675694,-0.014430504
3645,9.194198352,-0.014428998
3646,9.196721007,-0.014429013
3647,9.199242968,-0.014430871
3648,9.201764929,-0.01443486
3649,9.204287121,-0.014441004
3650,9.206809314,-0.014449243
3651,9.209332006,-0.014459375
3652,9.211854699,-0.014471145
3653,9.214377356,-0.014484382
3654,9.216900011,-0.014498831
3655,9.219422587,-0.014514276
3656,9.221945164,-0.014530521
3657,9.224467356,-0.01454738
3658,9.226989549,-0.014564632
3659,9.229511818,-0.014582145
3660,9.232034087,-0.014599814
3661,9.23455701,-0.014617553
3662,9.237079933,-0.014635485
3663,9.23960101,-0.014653604
3664,9.242122087,-0.01467208
3665,9.244642967,-0.014691086
3666,9.247163852,-0.014710501
3667,9.249685736,-0.014730131
3668,9.252207621,-0.014749915
3669,9.25472927,-0.014769673
3670,9.257250925,-0.014789192
3671,9.259772963,-0.01480847
3672,9.262295002,-0.014827384
3673,9.264816736,-0.014845864
3674,9.267338467,-0.014863742
3675,9.269860389,-0.014880686
3676,9.272382312,-0.014896619
3677,9.274904582,-0.014911539
3678,9.277426851,-0.014925344
3679,9.279949005,-0.014937982
3680,9.28247116,-0.014949544
